Event ID,Title,Retention Score,Completion %,AOP Count,Has Method,OECD Endorsed,In OECD Program,Only Open for Adoption
1392,Oxidative Stress ,70,63,91.67,Yes,Yes,Yes,No
360,"Decrease, Population growth rate",68,61,100.0,Yes,Yes,Yes,No
1115,"Increase, Reactive oxygen species",64,58,100.0,Yes,No,Yes,No
177,Mitochondrial dysfunction,44,37,100.0,Yes,Yes,Yes,No
351,Increased Mortality,35,28,90.91,Yes,Yes,Yes,No
281," Thyroxine (T4) in serum, Decreased",33,26,100.0,Yes,Yes,Yes,No
1521,"Decrease, Growth",32,25,100.0,Yes,Yes,Yes,No
55,"Increase, Cell injury/death",29,22,100.0,Yes,Yes,Yes,No
341,"Impairment, Learning and memory",29,22,100.0,Yes,Yes,Yes,No
18,"Activation, AhR",29,22,91.67,Yes,Yes,Yes,No
277,"Thyroid hormone synthesis, Decreased",28,21,100.0,Yes,Yes,Yes,No
1771,"Decrease, Adenosine triphosphate pool",28,21,100.0,Yes,Yes,Yes,No
1262,Apoptosis,26,19,100.0,Yes,Yes,Yes,No
78,"Reduction, Cumulative fecundity and spawning",24,17,100.0,Yes,Yes,Yes,No
1686,Deposition of Energy,24,17,91.67,Yes,Yes,Yes,No
1446,"Decrease, Coupling of oxidative phosphorylation",24,17,100.0,Yes,Yes,Yes,No
350,"Increase, Mortality",23,16,100.0,Yes,Yes,Yes,No
563,"Death/Failure, Colony",23,21,54.55,No,No,No,No
402,"Cognitive function, decreased ",22,15,100.0,Yes,Yes,Yes,No
1821,"Decrease, Cell proliferation",22,15,100.0,Yes,Yes,Yes,No
1739,Binding to ACE2,21,15,100.0,Yes,No,Yes,No
286,"Altered, Transcription of genes by the androgen receptor",20,14,91.67,Yes,No,Yes,No
386,Decrease of neuronal network function,19,12,100.0,Yes,Yes,Yes,No
459,"Increased, Liver Steatosis",19,15,100.0,Yes,No,No,No
1614,"Decrease, androgen receptor activation",19,13,91.67,Yes,No,Yes,No
219,"Reduction, Plasma 17beta-estradiol concentrations",18,11,100.0,Yes,Yes,Yes,No
406,"decreased, Fertility",18,12,100.0,Yes,No,Yes,No
155,Inadequate DNA repair,18,11,91.67,Yes,Yes,Yes,No
1690,"Decrease, circulating testosterone levels ",18,12,100.0,Yes,No,Yes,No
221,"Reduction, Plasma vitellogenin concentrations",18,11,90.91,Yes,Yes,Yes,No
1496,"Increased, secretion of proinflammatory mediators",18,11,100.0,Yes,Yes,Yes,No
1825,"Increase, Cell death",18,11,100.0,Yes,Yes,Yes,No
185,"Increase, Mutations",17,10,91.67,Yes,Yes,Yes,No
279,"Thyroperoxidase, Inhibition",17,10,100.0,Yes,Yes,Yes,No
1003,"Decreased, Triiodothyronine (T3)",17,10,91.67,Yes,Yes,Yes,No
1005,"Reduced, Swimming performance",17,10,100.0,Yes,Yes,Yes,No
1194,"Increase, DNA damage",17,12,66.67,Yes,No,Yes,No
1635,"Increase, DNA strand breaks",17,10,91.67,Yes,Yes,Yes,No
1535,Heart failure ,17,11,100.0,Yes,No,Yes,No
188,Neuroinflammation,16,9,100.0,Yes,Yes,Yes,No
3,"Reduction, 17beta-estradiol synthesis by ovarian granulosa cells",16,9,100.0,Yes,Yes,Yes,No
758,"Hippocampal Physiology, Altered",16,9,100.0,Yes,Yes,Yes,No
309,"Reduction, Vitellogenin accumulation into oocytes and oocyte growth/development",16,9,100.0,Yes,Yes,Yes,No
1107,"Weakened, Colony",16,13,63.64,Yes,No,No,No
1457,Epithelial Mesenchymal Transition,16,10,100.0,Yes,No,Yes,No
1738,SARS-CoV-2 cell entry ,16,10,100.0,Yes,No,Yes,No
280,"Thyroxine (T4) in neuronal tissue, Decreased ",15,8,100.0,Yes,Yes,Yes,No
1493,Increased Pro-inflammatory mediators,15,8,91.67,Yes,Yes,Yes,No
227,"Activation, PPARα",15,9,83.33,Yes,No,Yes,No
26,"Antagonism, Androgen receptor",15,9,100.0,Yes,No,Yes,No
870,"Increase, Cell Proliferation",15,8,91.67,Yes,Yes,Yes,No
1497,"Increased, recruitment of inflammatory cells",15,8,91.67,Yes,Yes,Yes,No
1101,"Altered, Amphibian metamorphosis",15,11,100.0,Yes,No,No,No
896,Parkinsonian motor deficits,14,7,100.0,Yes,Yes,Yes,No
756,"Hippocampal gene expression, Altered ",14,7,100.0,Yes,Yes,Yes,No
352,"N/A, Neurodegeneration",14,7,100.0,Yes,Yes,Yes,No
944,"dimerization, AHR/ARNT",14,7,100.0,Yes,Yes,Yes,No
947,"Increase, Early Life Stage Mortality",14,7,100.0,Yes,Yes,Yes,No
285,"Reduction, Vitellogenin synthesis in liver",14,7,100.0,Yes,Yes,Yes,No
149,"Increase, Inflammation",14,8,100.0,Yes,No,Yes,No
389,"Increased, Intracellular Calcium overload",14,7,100.0,Yes,Yes,Yes,No
1505,"Cell cycle, disrupted",14,7,100.0,Yes,Yes,Yes,No
1847,Increased SARS-CoV-2 production,14,8,100.0,Yes,No,Yes,No
890,Degeneration of dopaminergic neurons of the nigrostriatal pathway,13,6,100.0,Yes,Yes,Yes,No
757,"Hippocampal anatomy, Altered ",13,6,100.0,Yes,Yes,Yes,No
12,Acetylcholinesterase (AchE) Inhibition,13,7,91.67,Yes,No,Yes,No
25,"Agonism, Androgen receptor",13,6,91.67,Yes,Yes,Yes,No
68,"Accumulation, Collagen",13,6,100.0,Yes,Yes,Yes,No
814,"Occurrence, Kidney toxicity",13,7,81.82,Yes,No,Yes,No
885,"Increase, Cancer",13,7,91.67,Yes,No,Yes,No
1250,"Decrease, Lung function",13,7,100.0,Yes,No,Yes,No
1634,"Increase, Oxidative DNA damage",13,6,100.0,Yes,Yes,Yes,No
961,"Increased, Clearance of thyroxine from serum",12,7,75.0,Yes,No,Yes,No
381,Reduced levels of BDNF,12,5,100.0,Yes,Yes,Yes,No
202,"Inhibition, Nuclear factor kappa B (NF-kB)",12,5,100.0,Yes,Yes,Yes,No
1492,Tissue resident cell activation,12,5,83.33,Yes,Yes,Yes,No
111,"Agonism, Estrogen receptor",12,8,100.0,Yes,No,No,No
291,"Accumulation, Triglyceride",12,8,100.0,Yes,No,No,No
388,"Overactivation, NMDARs",12,5,100.0,Yes,Yes,Yes,No
424,"Inhibition, Na+/I- symporter (NIS)",12,5,100.0,Yes,Yes,Yes,No
559,"Activation, Nicotinic acetylcholine receptor",12,9,66.67,Yes,No,No,No
560,"Abnormal, Foraging activity and behavior",12,9,63.64,Yes,No,No,No
1320,"Increased, extracellular serotonin",12,8,91.67,Yes,No,No,No
1613,"Decrease, dihydrotestosterone (DHT) levels",12,6,91.67,Yes,No,Yes,No
1669,"Increased, DNA damage and mutation",12,6,91.67,Yes,No,Yes,No
1524,"Increase, Premature molting",12,5,100.0,Yes,Yes,Yes,No
1065,"Activation, estrogen receptor alpha",12,6,91.67,Yes,No,Yes,No
889,"Proteostasis, impaired",11,4,100.0,Yes,Yes,Yes,No
385,Decrease of synaptogenesis,11,4,100.0,Yes,Yes,Yes,No
97,"Alkylation, DNA",11,4,91.67,Yes,Yes,Yes,No
10,Acetylcholine accumulation in synapses,11,5,100.0,Yes,No,Yes,No
344,"N/A, Liver fibrosis",11,4,100.0,Yes,Yes,Yes,No
425,Decrease of Thyroidal iodide,11,4,100.0,Yes,Yes,Yes,No
1617,"Inhibition, 5α-reductase",11,5,91.67,Yes,No,Yes,No
1002,"Inhibition, Deiodinase 2",11,4,91.67,Yes,Yes,Yes,No
1458,Pulmonary fibrosis,11,4,81.82,Yes,Yes,Yes,No
1502,Histone deacetylase inhibition,11,4,100.0,Yes,Yes,Yes,No
1353,Binding to voltage-gated sodium channel,11,4,100.0,Yes,Yes,Yes,No
1562,Decreased Na/K ATPase activity,11,5,91.67,Yes,No,Yes,No
1643,"Altered, Visual function",11,5,100.0,Yes,No,Yes,No
1670,Lung cancer,11,5,90.91,Yes,No,Yes,No
1901,"Interferon-I antiviral response, antagonized by SARS-CoV-2",11,5,100.0,Yes,No,Yes,No
1758,"Impaired, Spermatogenesis",11,5,100.0,Yes,No,Yes,No
1445,"Increase, Lipid peroxidation",11,7,91.67,Yes,No,No,No
1869,Diminished protective oxidative stress response,11,5,100.0,Yes,No,Yes,No
2118,"Succinate dehydrogenase, inhibited",11,5,100.0,Yes,No,Yes,No
887,"Inhibition, NADH-ubiquinone oxidoreductase  (complex I)",10,3,100.0,Yes,Yes,Yes,No
888,"Binding of inhibitor, NADH-ubiquinone oxidoreductase (complex I)",10,3,83.33,Yes,Yes,Yes,No
239,"Activation, Pregnane-X receptor, NR1l2",10,4,100.0,Yes,No,Yes,No
195,"Inhibition, NMDARs",10,3,83.33,Yes,Yes,Yes,No
317,"Altered, Cardiovascular development/function",10,3,100.0,Yes,Yes,Yes,No
36,"Inhibition, Aromatase",10,3,91.67,Yes,Yes,Yes,No
40,"Mitochondrial ATP production, decreased",10,7,41.67,No,No,Yes,No
87,"Release, Cytokine",10,4,83.33,Yes,No,Yes,No
209,Peptide Oxidation,10,4,100.0,Yes,No,Yes,No
179,"Decrease, Fatty acid beta-oxidation",10,7,75.0,Yes,No,No,No
265,"Activation, Stellate cells",10,3,100.0,Yes,Yes,Yes,No
619,"Inhibition, 5-hydroxytryptamine transporter (5-HTT; SERT)",10,6,100.0,Yes,No,No,No
709,"Increase, Cytotoxicity (renal tubular cell)",10,5,75.0,Yes,No,Yes,No
948,"reduced production, VEGF",10,3,100.0,Yes,Yes,Yes,No
1007,"Reduced, Anterior swim bladder inflation",10,3,100.0,Yes,Yes,Yes,No
1009,"Inhibition, Deiodinase 1",10,3,91.67,Yes,Yes,Yes,No
1495,Substance interaction with the lung resident cell membrane components,10,3,100.0,Yes,Yes,Yes,No
1461,"Increase, DNA double-strand breaks",10,4,58.33,Yes,Yes,Yes,No
1330,"Decreased, neuroplasticity",10,6,91.67,Yes,No,No,No
1366,"Decrease, Oogenesis",10,9,27.27,No,No,No,No
1636,"Increase, Chromosomal aberrations",10,3,91.67,Yes,Yes,Yes,No
1632,Increase in reactive oxygen and nitrogen species (RONS),10,5,58.33,Yes,No,Yes,No
1688,"anogenital distance (AGD), decreased",10,4,100.0,Yes,No,Yes,No
1172,"Increased activation, Nuclear factor kappa B (NF-kB)",10,4,100.0,Yes,No,Yes,No
1619,"Increase, DNA methyltransferase inhibition",10,7,25.0,No,No,Yes,No
1523,"Decrease, Cuticular chitin content",10,3,100.0,Yes,Yes,Yes,No
1863,"Decrease, Reproduction",10,9,27.27,No,No,No,No
405,"disrupted, ovarian cycle",9,3,100.0,Yes,No,Yes,No
52,"Decreased, Calcium influx",9,2,83.33,Yes,Yes,Yes,No
122,"Activation, Glucocorticoid Receptor",9,5,100.0,Yes,No,No,No
1487,"Binding, Thiol/seleno-proteins involved in protection against oxidative stress",9,2,83.33,Yes,Yes,Yes,No
1538,Decreased protection against oxidative stress,9,2,83.33,Yes,Yes,Yes,No
413,"Reduction, Testosterone synthesis in Leydig cells",9,3,83.33,Yes,No,Yes,No
79,"Inhibition, Cyclooxygenase activity",9,6,75.0,Yes,No,No,No
112,"Antagonism, Estrogen receptor",9,4,75.0,Yes,No,Yes,No
54,"Up Regulation, CD36",9,5,100.0,Yes,No,No,No
716,"Increase, cell proliferation (hepatocytes)",9,3,100.0,Yes,No,Yes,No
244,"Alkylation, Protein",9,2,83.33,Yes,Yes,Yes,No
398,"Activation, Dendritic Cells",9,2,83.33,Yes,Yes,Yes,No
272,"Activation/Proliferation, T-cells",9,2,81.82,Yes,Yes,Yes,No
396,"Covalent Binding, Protein",9,2,100.0,Yes,Yes,Yes,No
110,"Impairment, Endothelial network",9,2,91.67,Yes,Yes,Yes,No
618,"Decreased, Neuronal network function in adult brain",9,3,72.73,Yes,Yes,Yes,No
875,"Binding of agonist, Ionotropic glutamate receptors",9,2,83.33,Yes,Yes,Yes,No
851,Decrease of GABAergic interneurons,9,2,100.0,Yes,Yes,Yes,No
656,"Decreased, Chicken Ovalbumin Upstream Promoter Transcription Factor II (COUP-TFII)",9,5,100.0,Yes,No,No,No
752,"Altered, Meiotic chromosome dynamics",9,3,100.0,Yes,No,Yes,No
768,"Increase, Cytotoxicity",9,3,83.33,Yes,No,Yes,No
772,"Increase, Hyperplasia (glandular epithelial cells of endometrium)",9,3,100.0,Yes,No,Yes,No
850,"Induction, CYP1A2/CYP1A5",9,2,91.67,Yes,Yes,Yes,No
1106,"Occurrence, cardiac arrhythmia",9,8,36.36,No,No,No,No
898,"Disruption, Lysosome",9,3,91.67,Yes,No,Yes,No
1494,Leukocyte recruitment/activation,9,3,83.33,Yes,No,Yes,No
945,"reduced dimerization, ARNT/HIF1-alpha",9,2,91.67,Yes,Yes,Yes,No
959,"Increased, Free serum thyroxine (T4)",9,3,91.67,Yes,No,Yes,No
984,"Impairment, T-cell dependent antibody response",9,2,100.0,Yes,Yes,Yes,No
1004,"Reduced, Posterior swim bladder inflation",9,2,100.0,Yes,Yes,Yes,No
1498,Loss of alveolar capillary membrane integrity,9,2,83.33,Yes,Yes,Yes,No
1193,"N/A, Breast Cancer",9,3,100.0,Yes,No,Yes,No
1196,"Increased, Invasion",9,3,91.67,Yes,No,Yes,No
1503,"Histone acetylation, increase",9,2,100.0,Yes,Yes,Yes,No
1391,Activation of Cyp2E1,9,2,83.33,Yes,Yes,Yes,No
1532,"Decrease, Cardiac contractility ",9,6,27.27,No,No,Yes,No
2298,"Decrease, intratesticular testosterone levels",9,3,100.0,Yes,No,Yes,No
1848,Toll Like Receptor (TLR) Dysregulation,9,3,83.33,Yes,No,Yes,No
1756,"Decreased,  plasma 11-ketotestosterone level",9,3,100.0,Yes,No,Yes,No
2245,Altered Cell Differentiation Signaling,9,2,91.67,Yes,Yes,Yes,No
2089,Altered Bone Cell Homeostasis,9,2,100.0,Yes,Yes,Yes,No
1786,"Nipple retention (NR), increased",9,3,90.91,Yes,No,Yes,No
1790,"Increased, Differentiation to Testis ",9,2,100.0,Yes,Yes,Yes,No
1791,"Increased, Male Biased Sex Ratio",9,2,90.91,Yes,Yes,Yes,No
1522,"Inhibition, Chitin synthase 1",9,2,100.0,Yes,Yes,Yes,No
1846,Thrombosis and Disseminated Intravascular Coagulation,9,3,100.0,Yes,No,Yes,No
1501,"Increased, extracellular matrix deposition",9,4,50.0,Yes,No,Yes,No
1931,"Intestinal barrier, disruption",9,3,100.0,Yes,No,Yes,No
1944,Synaptic dysfunction,9,3,100.0,Yes,No,Yes,No
105,"Inhibition, Mitochondrial Electron Transport Chain Complexes",9,4,66.67,Yes,No,Yes,No
1977,Disruption of sodium channel gating kinetics,9,2,100.0,Yes,Yes,Yes,No
1983,"Disruption, action potential generation",9,2,91.67,Yes,Yes,Yes,No
2020,"Decrease, sox9 expression",9,2,83.33,Yes,Yes,Yes,No
2021,"Increase, slincR expression",9,2,100.0,Yes,Yes,Yes,No
2040,"Decrease, GLI1/2 target gene expression",9,3,91.67,Yes,No,Yes,No
2041,"Decrease, facial prominence outgrowth",9,3,91.67,Yes,No,Yes,No
2042,"Increase, Orofacial clefting",9,3,100.0,Yes,No,Yes,No
2043,"Decrease, Sonic Hedgehog second messenger production",9,3,100.0,Yes,No,Yes,No
2068,"Increase, Endothelial Dysfunction",9,2,100.0,Yes,Yes,Yes,No
2244,Altered Stress Response Signaling,9,2,91.67,Yes,Yes,Yes,No
858,"Decreased, PPARalpha transactivation of gene expression",8,1,100.0,Yes,Yes,Yes,No
861,"Decreased, Ketogenesis (production of ketone bodies)",8,1,100.0,Yes,Yes,Yes,No
862,"Not Increased, Circulating Ketone Bodies",8,1,100.0,Yes,Yes,Yes,No
864,"Decreased, Body Weight",8,1,100.0,Yes,Yes,Yes,No
863,"Increased, Catabolism of Muscle Protein",8,1,100.0,Yes,Yes,Yes,No
998,"Binding of antagonist, PPAR alpha",8,1,100.0,Yes,Yes,Yes,No
1000,"stabilization, PPAR alpha co-repressor",8,1,83.33,Yes,Yes,Yes,No
1528,"Fatty Acid Beta Oxidation, Decreased",8,1,91.67,Yes,Yes,Yes,No
295,"Induction, Upregulation of glucuronyltransferase activity",8,4,50.0,No,No,Yes,No
64,"Reduction, Ionotropic GABA receptor chloride channel conductance",8,1,83.33,Yes,Yes,Yes,No
616,"Occurrence, A paroxysmal depolarizing shift",8,1,100.0,Yes,Yes,Yes,No
613,"Occurrence, Epileptic seizure",8,1,100.0,Yes,Yes,Yes,No
667,"Binding at picrotoxin site, iGABAR chloride channel",8,1,100.0,Yes,Yes,Yes,No
669,"Reduction, Neuronal synaptic inhibition",8,1,100.0,Yes,Yes,Yes,No
682,"Generation, Amplified excitatory postsynaptic potential (EPSP)",8,1,91.67,Yes,Yes,Yes,No
201,"Binding of antagonist, NMDA receptors",8,2,75.0,Yes,Yes,Yes,No
382,"Aberrant, Dendritic morphology",8,1,83.33,Yes,Yes,Yes,No
383,"Reduced, Presynaptic release of glutamate",8,1,83.33,Yes,Yes,Yes,No
336,"Increase, Heritable mutations in offspring",8,1,81.82,Yes,Yes,Yes,No
39,Increased Cholinergic Signaling,8,3,63.64,Yes,No,Yes,No
447,"Reduction, Cholesterol transport in mitochondria",8,2,83.33,Yes,No,Yes,No
1269,"Increase, COX-2 expression",8,1,100.0,Yes,Yes,Yes,No
274,"Reduction, Testosterone synthesis by ovarian theca cells",8,1,100.0,Yes,Yes,Yes,No
129,"Reduction, Gonadotropins, circulating concentrations",8,1,90.91,Yes,Yes,Yes,No
228,peroxisome proliferator activated receptor promoter demethylation,8,4,83.33,Yes,No,No,No
719,"Increase, hepatocellular adenomas and carcinomas",8,5,41.67,No,No,Yes,No
826,"Activation, Keratinocytes",8,1,83.33,Yes,Yes,Yes,No
854,"Alterations, Cellular proliferation / hyperplasia",8,2,83.33,Yes,No,Yes,No
305,"Inhibition, VegfR2",8,1,83.33,Yes,Yes,Yes,No
28,"Reduction, Angiogenesis",8,2,75.0,Yes,Yes,Yes,No
530,"Decreased, GnRH pulsatility/release",8,4,100.0,Yes,No,No,No
531,"Decreased, LH Surge",8,4,100.0,Yes,No,No,No
584,"Inhibition, sodium channel",8,5,66.67,Yes,No,No,No
844,"Oxidation, Uroporphyrinogen",8,1,100.0,Yes,Yes,Yes,No
845,"Inhibition, UROD",8,1,91.67,Yes,Yes,Yes,No
846,"Accumulation, Highly carboxylated porphyrins",8,1,100.0,Yes,Yes,Yes,No
369,Uroporphyria,8,1,100.0,Yes,Yes,Yes,No
876,"Increase, Mutations in Critical Genes",8,2,83.33,Yes,No,Yes,No
1539,Endocytotic lysosomal uptake,8,2,100.0,Yes,No,Yes,No
932,"KE4 : Uncoupling, eNOS",8,2,100.0,Yes,No,Yes,No
952,Hypertension,8,2,100.0,Yes,No,Yes,No
979,"Interference, nuclear localization of NFAT",8,1,91.67,Yes,Yes,Yes,No
981,"Reduction, NFAT/AP-1 complex formation",8,1,100.0,Yes,Yes,Yes,No
1202,"Suppression, IL-2 and IL-4 production",8,1,91.67,Yes,Yes,Yes,No
980,"Inhibition, Calcineurin Activity",8,1,91.67,Yes,Yes,Yes,No
1016,"Inhibition, Feeding",8,4,100.0,Yes,No,No,No
1046,"Suppression, Estrogen receptor (ER) activity",8,2,100.0,Yes,No,Yes,No
1182,"Increase, Cell Proliferation (Epithelial Cells)",8,3,66.67,Yes,No,Yes,No
1190,"Increased, Migration (Endothelial Cells)",8,2,100.0,Yes,No,Yes,No
1241,"Increased, Motility",8,2,100.0,Yes,No,Yes,No
1252,Binding to (interferes with) topoisomerase II enzyme,8,1,91.67,Yes,Yes,Yes,No
1253, MLL chromosomal translocation,8,1,91.67,Yes,Yes,Yes,No
1254,Infant leukaemia,8,1,90.91,Yes,Yes,Yes,No
1276,Lung fibrosis,8,5,36.36,No,No,Yes,No
1506,Testicular atrophy,8,1,100.0,Yes,Yes,Yes,No
1515,Spermatocyte depletion,8,1,100.0,Yes,Yes,Yes,No
1335,"Reduced, BDNF (Brain-derived neurotrophic factor)",8,4,91.67,Yes,No,No,No
1339,"Increase, intracellular calcium",8,4,91.67,Yes,No,No,No
1350,"Increased, glutamate",8,4,100.0,Yes,No,No,No
1376,"Increase, angiogenesis",8,2,91.67,Yes,No,Yes,No
1393,Hepatocytotoxicity,8,1,91.67,Yes,Yes,Yes,No
1394,"Induction, persistent proliferation/sustained proliferation",8,1,91.67,Yes,Yes,Yes,No
1395,Liver Cancer,8,1,90.91,Yes,Yes,Yes,No
1556,"Increase, lung cancer",8,1,90.91,Yes,Yes,Yes,No
1542,"Inhibition, Mitochondrial complex III",8,4,100.0,Yes,No,No,No
1700,Impaired IL-1R1 signaling in T cell,8,1,100.0,Yes,Yes,Yes,No
1702,Suppression of  T cell activation,8,1,100.0,Yes,Yes,Yes,No
1599,Inflamatory events in light-exposed tissues,8,2,90.91,Yes,No,Yes,No
1616,"Malformation, cryptorchidism - maldescended testis",8,4,100.0,Yes,No,No,No
1640,"Altered, Photoreceptor patterning",8,2,83.33,Yes,No,Yes,No
1656,"Antagonism, Thyroid Receptor ",8,4,58.33,No,No,Yes,No
1668,Frustrated phagocytosis,8,2,91.67,Yes,No,Yes,No
1854,"Dysregulation, ACE2 expression and activity",8,3,66.67,Yes,No,Yes,No
1767,"Increase, Protein oxidation",8,7,25.0,No,No,No,No
1789,"Reduction, 17beta-estradiol synthesis by the undifferentiated gonad ",8,1,100.0,Yes,Yes,Yes,No
1878,"Decreased, Eye size",8,2,90.91,Yes,No,Yes,No
1841,Encephalitis,8,2,81.82,Yes,No,Yes,No
1868,Hyperinflammation,8,4,75.0,No,No,Yes,No
1880,"Decreased, ALDH1A (RALDH) enzyme activity",8,2,100.0,Yes,No,Yes,No
1881,"Decreased, all-trans retinoic acid (atRA) concentration",8,2,91.67,Yes,No,Yes,No
1883,"Decreased, size of the ovarian reserve",8,2,100.0,Yes,No,Yes,No
1896,Genomic instability,8,2,83.33,Yes,No,Yes,No
1971,"Increased, tumor growth",8,2,100.0,Yes,No,Yes,No
1982,metastatic breast cancer,8,2,90.91,Yes,No,Yes,No
2005,Altered neurotransmission in development,8,1,100.0,Yes,Yes,Yes,No
2119,"Insulin resistance, increased",8,4,100.0,Yes,No,No,No
2028,"Decrease, GLI1/2 translocation to nucleus ",8,2,91.67,Yes,No,Yes,No
2067,"Altered, Nitric Oxide Levels",8,1,91.67,Yes,Yes,Yes,No
2069,"Occurrence, Abnormal Vascular Remodeling ",8,1,100.0,Yes,Yes,Yes,No
2078,Loss of drebrin,8,2,100.0,Yes,No,Yes,No
2151,"Disruption, neurotransmitter release",8,4,91.67,Yes,No,No,No
2082,"Hypospadias, increased",8,4,100.0,Yes,No,No,No
2081,Increased Modified Proteins,8,1,91.67,Yes,Yes,Yes,No
2083,Occurrence of Cataracts,8,1,100.0,Yes,Yes,Yes,No
2090,"Increase, Bone Remodeling",8,1,91.67,Yes,Yes,Yes,No
2091,"Occurrence, Bone Loss",8,1,100.0,Yes,Yes,Yes,No
2097,"Increase, Pro-Inflammatory Mediators",8,1,91.67,Yes,Yes,Yes,No
2098,"Increase, Abnormal Neural Remodeling",8,1,91.67,Yes,Yes,Yes,No
2107,Hypomyelination,8,7,25.0,No,No,No,No
2251,"Estradiol availability, increased",8,4,100.0,Yes,No,No,No
408,"reduction in ovarian granulosa cells, Aromatase (Cyp19a1)",7,1,83.33,Yes,No,Yes,No
445,Respiratory distress/arrest,7,2,72.73,Yes,No,Yes,No
1488,Glutamate dyshomeostasis,7,1,66.67,Yes,Yes,Yes,No
266,"Decrease, Steroidogenic acute regulatory protein (STAR)",7,1,83.33,Yes,No,Yes,No
289,"Decrease, Translocator protein (TSPO)",7,1,83.33,Yes,No,Yes,No
348,"Malformation, Male reproductive tract",7,1,81.82,Yes,No,Yes,No
220,"Increase, Plasma vitellogenin concentrations",7,4,72.73,Yes,No,No,No
167,"Activation, LXR",7,3,100.0,Yes,No,No,No
313,"Increase, Allergic Respiratory Hypersensitivity Response",7,1,100.0,Yes,No,Yes,No
827,"sensitisation, skin",7,1,72.73,Yes,Yes,Yes,No
853,"Changes/Inhibition, Cellular Homeostasis and Apoptosis",7,1,83.33,Yes,No,Yes,No
856,"Formation, Hepatocellular and Bile duct tumors",7,1,81.82,Yes,No,Yes,No
298,"Insufficiency, Vascular",7,1,66.67,Yes,Yes,Yes,No
1001,"Increased, Developmental Defects",7,1,66.67,Yes,Yes,Yes,No
373,"Formation, Pro-mutagenic DNA Adducts",7,1,83.33,Yes,No,Yes,No
647,"Decreased, steroidogenic protein expression",7,3,100.0,Yes,No,No,No
1243,"Altered, Ca2+-calmodulin activated signal transduction",7,4,58.33,Yes,No,No,No
626,"Increased, serotonin (5-HT) ",7,5,50.0,No,No,No,No
718,"Binding, Tubulin",7,1,100.0,Yes,No,Yes,No
720,"Disruption, Microtubule dynamics",7,1,100.0,Yes,No,Yes,No
721,"Disorganization, Meiotic Spindle",7,1,100.0,Yes,No,Yes,No
728,"Increase, Aneuploid offspring",7,1,100.0,Yes,No,Yes,No
723,"Altered, Chromosome number",7,1,100.0,Yes,No,Yes,No
715,"Activation, Constitutive androstane receptor",7,1,91.67,Yes,No,Yes,No
1214,"Altered gene expression specific to CAR activation, Hepatocytes",7,1,100.0,Yes,No,Yes,No
867,"Decrease, Intracellular pH",7,1,83.33,Yes,No,Yes,No
868,"Increase, Tissue Degeneration, Necrosis & Atrophy ",7,1,83.33,Yes,No,Yes,No
869,"Increase, Respiratory or Squamous Metaplasia",7,1,83.33,Yes,No,Yes,No
941,"Activation, EGFR",7,1,100.0,Yes,No,Yes,No
962,"Increase, Mucin production",7,1,100.0,Yes,No,Yes,No
2117,"Increase, goblet cell number",7,1,83.33,Yes,No,Yes,No
927,"KE1 : S-Glutathionylation, eNOS",7,1,100.0,Yes,No,Yes,No
935,"KE2 : Decrease, GTPCH-1",7,1,100.0,Yes,No,Yes,No
934,"KE3 : Decrease, Tetrahydrobiopterin",7,1,100.0,Yes,No,Yes,No
933,"KE6 : Depletion, Nitric Oxide",7,1,91.67,Yes,No,Yes,No
937,"KE7 : Impaired, Vasodilation",7,1,100.0,Yes,No,Yes,No
951,"KE8 : Increase, Vascular Resistance",7,1,100.0,Yes,No,Yes,No
973,"KE5 : Decrease, AKT/eNOS activity",7,1,100.0,Yes,No,Yes,No
957,"Binding, Transthyretin in serum",7,2,75.0,Yes,No,Yes,No
958,"Displacement, Serum thyroxine (T4) from transthyretin",7,1,83.33,Yes,No,Yes,No
1075,"prolonged, estrus cycle",7,3,100.0,Yes,No,No,No
1076,"Increased, circulating estrogen levels",7,4,36.36,No,No,Yes,No
1499,"Increased, activation of T (T) helper (h) type 2 cells",7,1,50.0,Yes,Yes,Yes,No
1500,"Increased, fibroblast proliferation and myofibroblast differentiation",7,1,75.0,Yes,Yes,Yes,No
1438,"Transcription of genes encoding acute phase proteins, Increased",7,1,100.0,Yes,No,Yes,No
1439,Systemic acute phase response,7,1,100.0,Yes,No,Yes,No
1443,Atherosclerosis,7,1,100.0,Yes,No,Yes,No
1477,"Oxidative phosphorylation, decreased",7,4,50.0,Yes,No,No,No
1513,General Apoptosis,7,3,91.67,Yes,No,No,No
1559,Facial cartilage structures are reduced in size and morphologically distorted,7,2,41.67,Yes,Yes,Yes,No
1602,Increased Muscarinic Acetylcholine Receptors,7,3,100.0,Yes,No,No,No
1594,Oxidation of membrane lipids,7,1,83.33,Yes,No,Yes,No
1595,Oxidation/denatuation of membrane proteins,7,1,83.33,Yes,No,Yes,No
1651,Treatment-resistant gastric cancer,7,1,100.0,Yes,No,Yes,No
1754,"Increase, porcupine-induced Wnt secretion and Wnt signaling activation",7,1,100.0,Yes,No,Yes,No
1755,beta-catenin activation,7,1,100.0,Yes,No,Yes,No
1672,Inhibition of lung surfactant function,7,1,83.33,Yes,No,Yes,No
1673,Alveolar collapse,7,1,83.33,Yes,No,Yes,No
